isHate;comment
1;"So a desire to maintain its cultural integrity is considered fachist? Give me a break. Islam is not a peaceful religion and it&#39;s taking over the world. We should all be frightened of the consequences of welcoming these hoodlums. Of course they want to come and take advantage of the handouts. Help the children by making peaceful assimilation mandatory. If they don&#39;t want to adopt the native culture, then they should go to a predominately Islamic region that accepts those ideals. Ironically, those are some of the most violent and unstable, go figure.ï»¿"
1;"Why are the libtards all boot fugly? The immigrants wouldn&#39;t look at them let alone rape them. Ughhh!!!ï»¿"
1;Refugee welcome them who support the parti have all faces ugly and oldï»¿
0;"The &quot;Read Full Transcript Here&quot; link does not send me to a site with the full transcript.ï»¿"
1;i like dead refugees on my shoreï»¿
0;Your videos are good m8 but this one is poorly done...ï»¿
0;They should have put trump on hereï»¿
0;The rude comments that some of these celebrities said about the LGBT community are unnecessary, but not everyone has to support gay rights. No offense, I have nothing against the LGBT community. But everyone has their own opinion, everybody is so sensitive nowadays.ï»¿
0;But caitlyn was a man so how is trans traditional (no diss to trans i fucking love ya all who are trans ya all are beautiful) xxxï»¿
0;UMMM Hillary Clinton was anti-gay marriage too. Typical libtardsï»¿
1;Gays are dumbï»¿
1;gays suckï»¿
0;HAIR-ESS pls learn to pronounce wordsï»¿
1;Gay people should not have rightsï»¿
0;Trump has his own hatefull ideology against the LGBT citizens :^)ï»¿
1;All I know is the LGBT are human but I hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amenï»¿
0;So many people forget we are AMERICANS!!! firstï»¿
0;"&quot;I am proud of being a Republican&quot; -Thiel 2016ï»¿"
1;Gay republicans are fucking moronsï»¿
0;"Trump has been for gay people&#39;s rights since the 80s. He was allowed to have that opinion because he wasn&#39;t a politician; whereas Clinton only started accepting LGBT like for the past 8 years, when it was politically relevant. she is disgusting And doesn&#39;t believe in anything but herselfï»¿"
0;"Come on people it is not confusing why must you act like you have no sense? There is such an easy distinction in who accepts homosexuals and who does not. From a worldly view point homosexuality should be legal and accepted because there is no distinction from homosexuality being right or wrong when you look at it from a worldly view.<br /><br />But at the same time looking at it from a worldly view there is no distinction of how others should love and accept everyone or accept what everyone else does. And actually as you homosexuals and supporters of homosexuals rage on about how religion is the problem actually religion is the only distinction in this thing where religion lays out right and wrong in a worldly view everyone has their on view and opinions and if you say &quot;In a worldly view you should just accept homosexuals&quot; then you are still breaking in into forms of religion or maybe better said opinions if you think about it is&#39;nt that for the most part what makes up a religion a group or collection of opinions formed into a thought process a way that the religion determines what is right and what is wrong?<br /><br />And then in I am just going to use Christianity for now. Christianity Does not support homosexuals (not true believing christians) and just like you are going to fight to say they are wrong they are going to fight to say you are wrong.<br />And actually when you condem a christians beliefs and say that they are &quot;the bad ones&quot; or they are wrong then you are doing exactly that condeming someone. Which is exactly what you insist they do not do.<br /><br />Here is the thing stop trying to force a religon to accept you it is not going to happen! it does not work like that<br />Even if every human adopted your worldly values there would still be distinctions just like you have distinctions of your own for example <br /><br />who are you to tell an 18 year old that they are not allowed to drink alchol until they are 21 <br />Who are you to make all of these other laws that oppress a people if you really think about it<br />You fight to say every person should be able to have their own opinion and be able to act on that opinion<br />and then still insist on oppressing others because you have an opinion about how their lives should be lived<br /><br />Well many people christian and worldly have an opinion about you and many think that it is disgusting for a man to put a dress on walk around trying to talk like a woman and then being sexually attracted to another man and acting on that attraction.<br /><br />And like I said it is not just a religion think people actually think that it is nasty.<br />Just like you form your opinions on what is right and wrong.<br /><br />So it is and will be a battle of who believes most strongly in what.ï»¿"
0;alright, i fuck with trump a little bitï»¿
1;"I&#39;m glad Mr. Trump hasn&#39;t anything against ass bandits who make this disgusting life choice. My brother is a mincer and we are sending him to bible camp for conversation therapy to make him normal again.ï»¿"
1;In America there are about ten million homogay-like people. North Korea want them all in its beautiful trenches of gulags. First in line to North Korea should be, kim Kardashian, Miley Cyrus, gaga, Britney Spears, and other whoresï»¿
0;love is love :)ï»¿
0;"what&#39;s wrong with humanlity ? why do guys not love women ? I&#39;m a guy and love women . I&#39;m proud of being a man and fuck women pussy !ï»¿"
0;"&quot;Gay rights&quot;? Fuck off that doesn&#39;t exist Gays aren&#39;t a separate species or race. They have always had the right to marry, it&#39;s called marriage which meant (if you look in a dictionary prior to 2010) the bonding between man and women. If they wanted to be bonded it should of been called something else, heterosexual marriage is special, symbolic and thousands of years old.ï»¿"
0;Who is making popcorn in the background?ï»¿
0;"I think that their should be lgbt rights. I don&#39;t think that lgbt people need special rights, we need the same exact rights as everyone else.ï»¿"
0;"You can dress like a woman, but you&#39;re still a dude.  I&#39;m not calling you she or any other made up pronoun.  Deal with itï»¿"
0;THANKS DONALD TRUMP          YOU ARE A MILLENIAL THINKERï»¿
0;If Trump supports gay rights then why is Jeff Sessions going to be the Attorney Journal? This is a complete contradiction.ï»¿
0;he want all pop gayï»¿
1;"&quot;President Donald Trump!&quot; <br />Will stand and give an account!&quot; <br />&quot;For the life he lived!&quot; <br />gays! sinners! murderers! fornicators! abortionist! liars! workers of sin! workers of iniquities! And president Donald Trump! <br />You Should Truly! Truly! fear my! <br />&quot;Holy Father I Am!&quot; Who&#39;s Able! To cast your sinful bodies and your sinful souls! <br />Into hell and into the lake of fire ð¥!ï»¿"
1;Homophobia is just a fake word created by the extreme left to achieve their wicked agenda and vilify those who do not agree with them.ï»¿
0;"can&#39;t we just get rid of all the labels. Lets get rid of gender , religion, race and sexuality labels please. We are all just ordinary human beings. Us humans will never be equal with labels we will always be divided. Never being united, we will only stand aloneï»¿"
0;"if santa doesn&#39;t exist that means god doesn&#39;t existï»¿"
1;If you are gay I have a question for you? Are you pro gun and if not why not? If I were I would go strapped and 1st person that tried to make me the victim of a hate crime would end up the victim of a fatal shooting.ï»¿
1;our world will only be peaceful once we get rid of all homophobic people. they are the cause of all the destruction and pain in the world through out history. they have done anything useful for society besides cause destruction. they need to be eliminated. if only our government can realize this.ï»¿
0;Tell me that being gay is choice when, in this day and age, it is the equivalent to getting killed.ï»¿
1;"im totally against gays Obama had no right to allow these fags to manifest in our country if you wanna be gay get the hell out of this country!! we were a Christian Nation under God now we&#39;re an Abomination to God our country is no longer blessed by him this is why we&#39;re going to fall soon if I ever see a gay I will personally knock his ass out !ï»¿"
0;ok I AM SORRY FOR BEING GAY ITS NOT MY FAULTï»¿
1;Gays are way to pathetic to pick on. Poor small sexually driven gnats.ï»¿
0;"&quot;Man shall not lie with man nor shall woman lie with woman.&quot;ï»¿"
0;"i felt horrible watching the ways that gay people have been treated over the course of history for being apart of the LGBTQ Community. i hit the like button because it is very educational in certain ways. i am gay and i am so happy i am living life while being accepted. being gay isnt who you are, but it is a huge part of who you are. i think people need to relax and let people love and stop hating things that are different or against a belief. i dont believe in pedophilia or negative sexual behaviors; that is just something that some people stereotype gays with, especially if they dont accept it. this video is like a wake up call to what it would be like if those who are accepted werent. i am glad i have never been beat up for being gay, but yes i was bullied for it... sorry to ramble on but i had to get it off my chest... thanks.ï»¿"
0;"This made me absolutely sick. I&#39;m gay and love my life but for others their sexuality or gender can be a terrible curse.    Why can&#39;t people just see everyone as humans because that&#39;s what we areï»¿"
0;"It&#39;s disgusting that people can harbour so much hate bc of someone&#39;s gender or sexualityï»¿"
0;This made me cry sooooooo hard. But I am straight.ï»¿
0;What I say to bigots: Natural Selection motherfuckers.ï»¿
0;"homophobia ;&#39;-(ï»¿"
1;i hate homophobesï»¿
0;Cars, cars, cars, cars...ï»¿
0;If they hide in the engine they would get killed.That is a stupid way they can smuggle into another countryï»¿
0;Why does this video keeps reminding me of Donald Trump..?ï»¿
0;"im from venezuela and i want to be a canadian or american citezen be cose here in poor country our salary is 20 time lower then lower salary in canada for example is all about money. i dont care what u think about imagrant i dont care what  u religion is i want just work and get a car a house.<br />in my country i will spend 20 years to buy a car for example.  and those people who say &quot;why u dont stay and made u country a rich country&quot; nooooo idiot becasue your rich country made my country a poor country. my dream is go to canada or usa and work i donk know driven a taxi. why people is mad about imigrant? because you are ass lazy thas why bye. go immigrants .the world has no bordersï»¿"
0;"subscribe to have a good day! if you don&#39;t you&#39;ll have 10 years of bad luckðï»¿"
0;hope Donald Trumo doesnt see thisðððð¶ï»¿
0;I was hoping for some crazy shit not all the places in a car you can hideï»¿
0;Rude*ï»¿
1;Hitler was literally one of the most progressive leaders in the world during that timeï»¿
0;"Why is it the government&#39;s job to force a private business into providing goods or services??<br />If I owned a bakery, I would not want to bake a nazi cake. If someone simply doesn&#39;t want to serve a cake, <br />how is it fair to have them fined thousands of dollars?ï»¿"
0;CDU would be considered liberal in the US.ï»¿
0;"Know what? I fucking admit it. I&#39;m fucking into this yaoi shit. For those who are unfamiliar, yaoi is.. guy-on-guy. Say what the fuck you want about me. I don&#39;t give a shit.ï»¿"
0;What research are u basing this off again?ï»¿
0;"Merkel&#39;s standing on gay marriage is simply a concession to the junior coalition partner of the CDU, the even more conservative CSU.ï»¿"
0;Trump supporters. Vote for the Hill!ï»¿
0;"I think everyone needs to do it the way God wants,  I just don&#39;t understand why you would want to do it with the same sex.  It will be more pleasurable if you do it the straight way any wayï»¿"
0;"I myself don&#39;t like gays. But calling them faggots and killing them? Bigotry.ï»¿"
0;We Germans arent all liberal! Me and most people I know are patriotic and hate our current government!ï»¿
0;"Capitalism - free market, discriminate against whoever you want at your PRIVATE business, and they will not earn as much money and go out of business. The government has no right regulating PRIVATE businesses like that. As for the LGBTQ community, I support LGBQ community, the T stands for transgender, which is a mental disorder known as gender dysphoria. Don&#39;t try and help a mental disorder, thats why transgender suicide rates are way higher than other so called discriminated minorities (Gays, blacks, whatever you say are discriminated against even though they aren&#39;t.).ï»¿"
0;"So, I&#39;m a lesbian and I live in Arkansas, and it is fucking hard let me tell you. It&#39;s very rare that I feel safe going ANYWHERE with my girlfriend, and sometimes when I go to pride parades or lgbt gatherings, there are a TON of protesters. It hurts my heart to see so much hate on people like me and my friends who just want to have a good time a lead normal lives.ï»¿"
0;"<a href=""http://www.youtube.com/watch?v=5d667Bb_iYA&amp;t=10m39s"" class=""ot-anchor"">10:39</a> That lip biting tho. <b>Dies cuz i can&#39;t take how hot that is</b>ï»¿"
1;Homosexuality is a sexual perversion just like pedophilia is a sexual perversion. Both are disgustingï»¿
0;"I really wish commentators would stop using terms like &#39;equal rights&#39; to talk about gay marriage. It has nothing to do with equality and everything to do with social change. For example, here in the UK, prior to the passage of the law legalising same sex marriage in 2012, we had a system of parallel, but essentially equal frameworks. Marriage was defined as being between a man and a woman, but &#39;civil partnerships&#39; existed that were essentially equal in terms of rights and benefits and could only be entered into by gay people. For those who compare this situation to US racial segregation, look at your argument. Racial segregation was so unfair because the races were not &#39;separate but equal&#39;. They were separate but unequal. As long as there is legal equality, I do not see any issue of equality with a society democratically saying it wants to use one term for heterosexual relationships and another for same sex relationships.ï»¿"
0;"Friends of mine that happen to be a married gay couple were shopping with their children at a Target here in AZ when they were confronted by an employee who asked them to refrain from kissing (she gave her wife what was basically a peck, they weren&#39;t making out or being gratuitous) because Target is a &quot;family establishment&quot;. What part of Two married women and their children doesn&#39;t constitute a family?ï»¿"
0;can you stop putting in those kissing scenes. Hate comments in 3...2...1ï»¿
0;German government <b>sigh</b>ï»¿
0;"Im from germany and I dont even know why everybody hates people that are &quot;different&quot;ï»¿"
0;"Ricardo Corral-Venegas was a known rapist in Mexico ( former COP ) he enteredÂ the USAÂ illegally and after living in Colorado forÂ onlyÂ three months he raped one woman and attemped to rape another !Â  How many people think it&#39;s ok we have no way of keeping the likes of Ricardo Corral-Venegas out of our Country ? If you think it&#39;s ok I would like to let Ricardo free to live in your neighborhoods.ï»¿"
0;I think this video is fake because REPORTERS cant tell them where theÂ  the migra is at that would be like helping themï»¿
0;What about the Canadians, should we put a wall up there too?ï»¿
0;interview was good, whyd they have to stalk them... mustve been awkward for the familyï»¿
0;ð Trump president will build a fence tall enough ð­ï»¿
0;Fucked up smh.ï»¿
0;"its the mexican goverment&#39;s fault, we (am born in mexico) have practically an open border on the south of our nation and people from all over the world speacially central america and haiti cross that border and try to migrate to the states but those who cant make it stay in mexico its a real issue and on top of that you can buy a mexican citizenship so ive heard, if we had a safe boarder demand our goverment to stop being greedy and corrupt we might have a decent nation and have a better migration relationship with the U.S like canada.ï»¿"
1;All I can see is an endless supply of soap and fertiliser.ï»¿
0;"They don&#39;t pay taxes and get food stamps and wic checks. They drive nice cars too. Meanwhile Americans are paying taxes and eating sandwiches just to get by. Not fair!!!ï»¿"
0;"God please let them get to their destination safe be with them protect them help them I pray for you people everyday every-night they want a better life who doesn&#39;t they are trying to give a better life to their childrenï»¿"
0;I feel for them its a hard journey:(ï»¿
0;"if you know history...all of the north american continent was already populated by natives (mexicans,native americans, and all kinds of brown skin people) so who really is the &quot;immigrant&quot; ...ignorance is what america is founded on.ï»¿"
0;"just listen yeah it&#39;s sad there poor and what not but America isn&#39;t stable enough to help them people out if America can barley help their own people what makes you think they can help these illegals that&#39;s why trump wants these illegals out they don&#39;t pay taxes and drain tax payers money if America gets rid of the majority of these illegals and strengthen it&#39;s country then it will be able to help them outï»¿"
0;it takes  lots of time  money  lots more   my x is el salvadorï»¿
0;LETS BUILD A WALLï»¿
0;LETS BUILD A WALLï»¿
0;I wish people could understand how hard his is were not bad people like we are portrayed we are trying to find better lives just like all your ancestors did but of course this world is full of ignorance AN no one will get it but just judge , we come to work make money send to our families and find better education not trying to hurt anyoneï»¿
0;Thank goodness Trump is going to enforce existing immigration laws this will make a huge differenceï»¿
0;"There&#39;s so many of them. This is not fair for those who actually work hard to get the citizenship the right way.ï»¿"
1;"The hell with Donald trump and his hypocrite selfish racist supporters. These are just human beings looking for a better life just like everyone did in the past and before you come at me with the illegal immigration garbage argument let me tell you that is bs. I can tell you the history and believe me you don&#39;t want to know the ugly truth. I&#39;m really sick of these morons promoting negativity and hate on undocumented people when they have no fundamentals to base their facts on. And againg before you come at me with all that garbage arguments about stealing jobs, leeching on the government, and a threat to the so called America let me tell you that is bs as well. There&#39;s something far more wicked going on about this whole negative hate propaganda garbage on undocumented immigrants.ï»¿"
0;Obama is a traitor to this country, his policies have put Americans at great risk.  He has weakened this nation under his watch.ï»¿
0;"Magic word&#39;s; borders, language, culture.ï»¿"
0;This is the kind of Leftist policy that drove Americans to Trump.ï»¿
0;Why, for the love of God, would you be so stupid and wreckless to actually tell people (illegals) exactly what to say on National television.ï»¿
0;Wow so terrorist can just get in free of charge with a magic word???ï»¿
0;"They shouldn&#39;t be allowed in to the USï»¿"
0;"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23ThanksObama"">#ThanksObama</a>ï»¿"
1;deportation is to good for them I say beat the dog shit out of them drag them by they hair and beat them some more before they get that free ride back to they landï»¿
1;"these racist pig&#39;s.<br />are trying to use that excuse to come in and start tearing our family apart.<br />President Obama!! save as many as you can. please!!ï»¿"
0;"If you look at the stats for cash seizures carried out by cops, that is those cases where cops simply confiscate cash from traffic stops, etc., you can see that the majority of the seizures occur in New York, Chicago and various places in California... Maybe there is a connection between this and the sheriffs and mayors of these places &#39;love&#39; of sanctuary cities?ï»¿"
0;Just saw a video obama before he leaves has let 40,000 illegals in every Monthï»¿
0;charge them with aiding and abedingï»¿
0;Illegal immigrant = criminal invader.<br /><br />The main reason there is not active enforcement is PROFIT.<br /><br />Tyson Chicken hires mostly illegals and thus can pay below minimum wage and not pay FICA matching and they can avoid paying unemployment insurance taxes.<br /><br />Just one of many companies actively abusing illegal aliens and committing fraud.<br /><br />Corrupt career politicians are getting kickbacks to ensure that ICE holds raids just in time to prevent these companies from having to hand out paychecks.<br /><br />Its just a VERY LONG series of organized crimes.<br /><br />PROSECUTE THE EMPLOYERS AND THE CORRUPTION IN CONGRESS<br /><br />Then there wont be illegal jobs for illegal aliens and they will go home.ï»¿
0;pls usa pipos..<br />take me pls <br />cityzen yess ..studi not..green noh..<br />blue..canada south america..all day everyday<br />dont leave me..pls<br />some hit pls lowest tiny 1weeky by the 7k abouts..ï»¿
1;"BUILD THE DAMN WALL NOW.Â  DEPORT ALL ILLEGALS.Â  Not that difficult.Â We can start building that wall Tonight!Â  I&#39;m not far from a home depot...they have concrete on sale 1/2 off...let go people! lolï»¿"
0;There not about protecting our citizens or protecting the illegals, but are about protecting the employers who want the cheap labor.ï»¿
1;Your Fired  You anti American.ï»¿
0;If you like helping undoc slave masters and traders than sanctuary cities are your thing!ï»¿
1;# PACKURBAGSï»¿
1;"They are here ILLEGALLY! Where is the argument? STOP arguing when there is NO Argument! TAKE away the ILLEGAL issue of Driver&#39;s Licence&#39;s ! The Gimmick Democrats pulled out their Ass that gives them a technical residency status.They are not CITIZENS!ï»¿"
1;Emanuel is a Turd criminal, murderer! Mexicans are a threat to AMERICANS in Dozens of ways!ï»¿
0;"Mexico built a wall against its southern border that ok. America wants a wall that is considered racist and wrong. If I cross into Mexico I will immediately get deported . America wants deportations ,but many considered that cruel and racist. Mexico won&#39;t give federal spending to illegal immigrants . America has been giving illegal immigrants free food, money , healthcare , education , and even a free escalade Cadillac. Sanctuary cities don&#39;t enforce laws of illegal immigrants they commit murder , rape , and other crimes get arrested then released the next day . While u.s. Citizens most likely serve the time for these crimes. This country is getting robbed blind wake up people.ï»¿"
0;"demoratsÂ  are corrpt just don&#39;t of the usa.ï»¿"
0;"Illegal immigrants aren&#39;t above the law! send EVERY illegal back to wait their turn!ï»¿"
0;"Let me get this strait. What illegal immigrants are protesting is that Trump will have a more conservative policy about the border     Which would mean Hispanics couldn&#39;t cross the border to escape a country that is run by racist white misogynist men....Right? I mean that&#39;s what we are all told is the worst thing on the planet today is a Government run by white males!! Illegal immigrants must be fleeing  FROM THAT!! Right?<br /><br /> Because what illegal immigrants Really want to escape to is a county with a Hispanic run government, a Hispanic majority, Hispanic traditions, and <b>*</b> an hourly wage of 31 pesos ($2.43).  <br /><br /> <b>*</b> <a href=""http://www.reuters.com/article/us-mexico-economy-analysis-id."" class=""ot-anchor"">http://www.reuters.com/article/us-mexico-economy-analysis-id.</a>..ï»¿"
0;END DACA DAY ONE!ï»¿
0;And where was the Outcry from these Hypocrites when Obama deported 2.7 Million Illegal Immigrants?ï»¿
0;Gross, they were all packed in that truck. Haha jeesh!ï»¿
0;"That&#39;s sad, the rightful owners of this continent degraded this way, white man just came over a fucked up their whole way of life and introduced a new way of life they weren&#39;t ready for.ï»¿"
0;the border patrol agent talks to them like dogs ..ï»¿
0;oh lord they were deep in there.ï»¿
1;Just toss a grenade in and close the doorï»¿
0;Imagine to horror if all the people had died. And the charges the drive of the semi truck would have faced. How could he have lived with him selfï»¿
0;"Oh my god there are children too. God help us all. Why won&#39;t the Mexican government help these poor peopleï»¿"
1;"I&#39;d like to see the economies collapse so it be funny to see everyone no matter what race crawling like rats. It will put everything into perspective.ï»¿"
0;We need the wall fastï»¿
0;that sucks they just want a better life for their kidsï»¿
0;so were they immigrants or were they being trafficked?ï»¿
0;OUT! OUT! OUT!!!ï»¿
0;"according to potters story .. he said he had no idea that he was driving a truck full of  illegal citizens until he park the truck at that truck stop to buy some snacks and drinks...on his way back to the truck that is when he notice liquid pouring out of the back of the trailer... that is when he open the door of the trailer a few illegals got out and ran away while the others stayed in the truck..... some one at the truck stop seen that and called the police ... the police arrived thus as we see the rest of the video ...Im glad that the people in the truck has been rescued ....I don&#39;t think potter is the culprit here...he said.. he just a struggling American truck driver looking for a job and was hired to driver the truck...he found the ad for the job on Craig list ....he said  that didn&#39;t ask questions to the people that hired him... he said he feared if he did ..he wouldn&#39;t get the job...ï»¿"
1;"All they&#39;re going to do is come here collect food and welfare checks have millions of babies that will grow up to ghetto disrespectful little shits then the process repeats= more fat ugly poor hygiene women fat kids that do drugs and are racist towards whitesï»¿"
1;Disgusting smelly fat pigsï»¿
0;They deep .ï»¿
0;"Wtf.. Hurry &amp; build that wallï»¿"
0;"<a href=""https://youtu.be/XgZVmyYKe00"" class=""ot-anchor"">https://youtu.be/XgZVmyYKe00</a> VIVA MEXICOï»¿"
0;Beansï»¿
0;More illegal aliens means more Ghetto population, fucked up education, more grafitti! These mother fuckers are the root cause why most citys look like shit!ï»¿
0;Dude this is fucking racist for sure. I challenge you to go to a Chicago gang stret with a kkk custome to see if you come alive, because what you are doing is the same bro.ï»¿
0;Are you stupid or dumb? Which one is it? Impersonating a public servant is a felonyï»¿
0;This video is hilarious, but, can you just run after people and pretend to detain them and grab them? That HAS to be illegal. What the fuck? What law allows that???ï»¿
1;typical southern redneck lmaoï»¿
1;fuckin lazy fatass learn how to shove a dick up your ass and run faster dam looken wannabes uncle buck ðï»¿
0;"That&#39;s fucked up not even funny ðï»¿"
0;Is this legalï»¿
0;"<a href=""http://www.youtube.com/watch?v=JB14HnJQ7BU&amp;t=2m25s"" class=""ot-anchor"">2:25</a> cadddroï»¿"
0;"<a href=""http://www.youtube.com/watch?v=JB14HnJQ7BU&amp;t=3m05s"" class=""ot-anchor"">3:05</a> looking a Seal out of Water get you Cadro!ï»¿"
1;Your way to fat to chase illegals!ï»¿
0;WETHER ITS A PRANK OR NOT WOULD U LIKE FOR UR KIDS OR FAMILLY MEMBER BE TREATED LIKE THAT LIKE ANIMALS I DONT I HOPE U COME ACROSS ONE OF MY FAMILY MEMBERS AND ORANK THEM LIKE THAT WILL SEE WHAT HAPPENSTO U THEN OR ANY OF U EHO THINKS THIS ITS OK TO DO ANY OF THOSE GUYS COULD HAVE GOTTEN HURT REAL BAD OR CAUSES AND ACCIDENT BECAUSE OF UR STUPITY WOULD IT STILL BE A PRANK THEN OR A FELONY WICH ONE ITS IT AND U CALL AMERICA THE LAND OF THE FREEE MORE LIKE THE LAND OF THE RACIST COME TO FLORIDA AND PULL A PRANK LIKE THAT AND WILL SEE WHAT HAPPENS THENï»¿
1;lol it would of been funnirr if u actually get shot lmao make partt two bro i wanna see if u get shotï»¿
0;You went way to far with thisï»¿
1;"You stupid son of a bitch I hope your dumb ass gets in some type of trouble you thought shit like this was funny , stupid asshole like you are what&#39;s ruining this country , go to hellï»¿"
1;the fat wanna be pig screaming immigrations immigrations....get a job fat white man.ï»¿
0;"I&#39;m all for deporting illegals, but this wasn&#39;t funny. They had their paper; it was just wrong.ï»¿"
0;Hahaha they got you fucken moron keep on doing pranks on my fella Mexican their gonna kick your assï»¿
0;youre being racist and thats illigal to you beter stop eating rids or youre going to have a heart attackï»¿
0;you olmost got shot ignorant next time you migth not be that luckyï»¿
0;What a jerk.ï»¿
0;People are the problem here... not the religionï»¿
1;"Islam condones murder of innocents. simple as that. It&#39;s pure evilï»¿"
0;an secret non-identified religion organization is editing the history and Islam image with their tools like tv, internet, books, some paid scholar who pushed to spread the bullshit theory in a book, war, funding al-qaeda, isis, bla bla bla and human rights.ï»¿
0;AND HOW THE FUCK DO YOU KNOW MORE THAN ME ABOUT ISLAM AND MUSLIMS YOU ARE NOT A MUSLIM BUT I AM!!!!ï»¿
0;you should talk slowlyï»¿
0;Big daddy God is a belief of the past and for those who are happy to be manipulated just so they can feel secure.ï»¿
0;"In the name of Allah Azza wa Jalla, I want to cry when I read the comments...  why are these people have so much hatred towards Islam? What did Islam do to them? And if not, why are they have so much negative thoughts towards Islam? <br /><br />As a Muslim (Please have a noteable difference for Muslim and/or Muslimah) I really want to say &quot;Good work on your video for have a positive side and educating&quot; but my heart feels pain everytime I read replies or comments... <br /><br />Seriously...  I hate to say this, but if anyone have a religion, does your religion say &quot;Don&#39;t commit bad things&quot;, although we Human can&#39;t avoid them, at least with your fingers and thoughts? <br /><br />Really...  it&#39;s very upsetting...ï»¿"
0;"- Quran (<a href=""http://www.youtube.com/watch?v=5AkAGc5nOXw&amp;t=2m19s"" class=""ot-anchor"">2:19</a>1) &quot;Kill them [the infidels] wherever you find them.&quot;<br /><br />- Quran (9:5) &quot; Then when the Sacred Months have passed, then kill the Mushrikun wherever you find them&quot;<br /><br />- Quran (45:4) &quot;When you meet those who disbelieve, smite at their necks till you have killed and wounded many of them, then take them as captives&quot;<br /><br />- Quran (<a href=""http://www.youtube.com/watch?v=5AkAGc5nOXw&amp;t=9m12s"" class=""ot-anchor"">9:12</a>3) &quot;O you who believe! Fight those of the disbelievers who are close to you, and let them find harshness in you&quot;<br /><br />... the religion of peace, everybody.ï»¿"
0;"Core ideas from Torah, Talmuds, Bible, and ZenAvesta copied &amp; manipulated to make a new religion. He is a false prophet as proved in the book &quot;Hagarism&quot; by Patricia Croneï»¿"
0;WHO BELIEVE IN ISLAM BECUZ WE ARE GROWING EVERYDAY Y,KNOWï»¿
0;very goodï»¿
0;I actually just left the Muslim faith this week. If anyone is interested, shoot me message and I can give you some pointers.ï»¿
0;U mean help only the poor muslims and not others.We are all humans  lol.ï»¿
0;allahu akbarï»¿
1;"Fuck these white cave half human inbred bastards. Black man of America, it is time to get a National Defense Militia to defend our people from these evil Crackka ass bastards. And also defend our selves from these Niggas that kill our own people. And all these other puppet coon ass Niggas and sell out bed wench&#39;s that serve these damm devil ass Crackkas. Black man prepare for War.ï»¿"
0;sir send all videos link for paper 1ï»¿
0;What about State Terror like Israel?ï»¿
0;fantastic  lectures,,,,,,,,,,,,,,,,,,,,sir plz  upload world war1 and world part2ï»¿
0;Where is March 11th?ï»¿
0;can you explain joke at very early in this video?ï»¿
0;"Thank u so Much, it&#39;s a blessing for students of I.R....ï»¿"
1;"America &amp; Britain are the real terrorists  they&#39;ve killed 100&#39;s of millions of people all over the world.ï»¿"
0;they are targeted by microwave  energy or torturedï»¿
0;sir your lecture is super  it gave  so most knowledgeï»¿
0;The worst terrorist attacks in history would fill 3 10 minute videos and they would all be in the middle east bar 9/11 at the top.ï»¿
0;Hhhhhhhhhhhï»¿
0;"jefferson parish has been more racist than orleans parish for years... jefferson parish needed the reform more than orleans, and the feds are down here doing nothing but helping these racist pigs get away with murder...<br />fuck newell norman and his klan fam... i know where his mama stay... we been know they are a racist family, but they are trying the new racist &quot;subtle&quot; approach since Obama been in office. <br />I&#39;ve had the same dream/vision of an all white Jefferson parish police squad wearing all black tactical gear walking up ames blvd killing every black person they saw. as i ran and tried to warn others, i found no one to tell, and as they caught me and right before they attempted to kill me, i woke up....<br />but, everyone that i tried to tell this to thinks im crazy...<br />the same dream???<br />twice???<br />seemed like a warning to meï»¿"
0;False Flagsï»¿
1;Terrorism = Islamï»¿
0;Very sensible and unbiased lecture....salute you sir !ï»¿
0;Has anyone noticed most of these attacks are in September?ï»¿
1;white people r the worst inhuman beings that ever walked the earthï»¿
1;ready for any terror attack in USA armed and. ready to fight got my trusty ruger ar15 and my shotgun and any weapon I own, rip who lost there live in thereï»¿
0;sandip sir u r really nice teacherï»¿
0;What about US attack on Japanese cities with Nuclear bombs? How do u forget to add that?ï»¿
0;Another important factor is origin of the word I think. Terror, as it comes from Latin, means something like fear, fright, horror and spreading fear to gain or maintain power and control is a very crucial character of both terrorists and terror-regimes.ï»¿
1;Racists=Black Peopleï»¿
0;"dude ran his mouth, dont matter the skin color he should have got knocked out. from the front, this back shit i don&#39;t agree thats a sucker punchï»¿"
1;"just for fun, let&#39;s all us white people stop buying into anything involving black people. If it&#39;s music, don&#39;t buy it. If it&#39;s sports, don&#39;t watch it. If it&#39;s a t.v. show, movie, comedy jam special or anything of the sort, turn it off. They hate us, they have since forever just Google the Barbary slave trade and you&#39;ll see we were slaves for over 2 centuries in africa. Before they were slaves here. A white boycott on blacks would be a fun thing to experiment with I think.ï»¿"
0;She needs to get a life!ï»¿
1;we were pioneers when your ancestors built mud hut you stupid apeï»¿
0;Black people cant be racist. End of discussion.ï»¿
